#use gameland;
#﻿INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("#killallzombies", 36.56, 42, "Shooter", "Nov 12, 2014");
#INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("10 Second Ninja X", 209.38, 11, "Platform", "Jul 19, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("LawBreakers", 187.23, 57, "First-person shooter", "Aug 8, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Laws of Machine", 103.07, 8, "Platform, puzzle", "Oct 17, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Layers of Fear", 226.18, 2, "Adventure, horror", "Feb 16, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Leap of Fate", 225.32, 57, "Action, rogue-like", "Jan 26, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Leaving Lyndow", 51.45, 44, "Adventure", "Jul 27, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Left Alive", 171.25, 4, "Action, survival", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Legend of Heroes", 58.91, 49, "RPG", "Mar 8, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Legend of Heroes: Trails of Cold Steel II", 117.00, 33, "RPG", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Legend of Heroes: Trails of Cold Steel III", 235.43, 31, "RPG", "Sep 28, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Legend of Heroes: Trails of Cold Steel IV", 149.07, 24, "RPG", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Legend of Kay Anniversary", 95.25, 40, "Platform", "Jul 28, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Legend of Korra", 129.93, 17, "Action-adventure", "Oct 22, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego Batman 3: Beyond Gotham", 78.03, 27, "Action-adventure", "Apr 2, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego City Undercover", 237.79, 45, "Action-adventure", "Jun 29, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego DC Super-Villains", 52.92, 42, "Action-adventure", "Oct 19, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego Dimensions", 196.84, 6, "Action-adventure", "Sep 29, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego Harry Potter Collection Remastered", 238.50, 35, "Action-adventure", "Oct 21, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Lego Movie Videogame", 247.40, 19, "Action-adventure", "Nov 6, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Lego Ninjago Movie Video Game", 174.37, 29, "Action-adventure", "Sep 22, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego The Hobbit", 104.70, 31, "Action-adventure", "Apr 11, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego Jurassic World", 44.45, 46, "Action-adventure", "Nov 5, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego Marvel Super Heroes", 175.00, 32, "Action-adventure", "Jan 22, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego Marvel Super Heroes 2", 193.00, 50, "Action-adventure", "Feb 1, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego Marvel's Avengers", 239.05, 59, "Action-adventure", "Jan 16, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego Star Wars: The Force Awakens", 242.11, 32, "Action-adventure", "Oct 13, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lego Worlds", 235.30, 43, "Action-adventure", "Apr 6, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Leo's Fortune: HD Edition", 69.78, 7, "Platform, puzzle", "Sep 8, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lethal League", 163.38, 32, "Fighting", "May 10, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lethal League Blaze", 173.80, 48, "Fighting", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Letter Quest: Grimm's Journey Remastered", 98.86, 19, "Puzzle", "May 18, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Let Them Come", 201.67, 36, "Shooter", "Dec 8, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lichdom: Battlemage", 95.25, 11, "Action RPG", "Apr 22, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lichtspeer", 148.48, 30, "Action", "Sep 29, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Life Goes On: Done to Death", 43.51, 58, "Platform, puzzle", "Aug 9, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Life Is Strange", 108.71, 1, "Action-adventure", "Mar 2, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Life Is Strange: Before the Storm", 170.47, 9, "Action-adventure", "Aug 31, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Limbo", 20.66, 28, "Platform", "Feb 24, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Linelight", 81.36, 49, "Puzzle", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lithium: Inmate 39", 134.29, 52, "Horror, puzzle", "May 31, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Little Witch Academia: Chamber of Time", 48.28, 17, "JRPG", "Nov 30, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Little Acre", 146.95, 8, "Graphic adventure", "Dec 13, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("LittleBigPlanet 3", 48.71, 6, "Platform, puzzle", "Dec 4, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Little Devil Inside", 44.56, 34, "Action-adventure", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Little Nightmares", 57.05, 53, "Action-adventure", "Apr 28, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Livelock", 213.07, 42, "Shoot 'em up", "Aug 31, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lock's Quest", 113.70, 51, "Real-time strategy", "May 30, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("LocoRoco Remastered", 58.11, 2, "Platform, puzzle", "May 9, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("LocoRoco 2 Remastered", 187.82, 59, "Platform, puzzle", "Dec 9, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lone Survivor: Director's Cut", 184.74, 35, "Survival horror", "Oct 14, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Long Dark", 163.48, 60, "Survival", "Aug 1, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Loot Rascals", 235.84, 37, "Roguelike", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lords of the Fallen", 109.51, 1, "Action RPG", "Oct 31, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lost Castle", 51.13, 4, "RPG", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lost Sea", 237.04, 33, "Action-adventure", "Jul 7, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lost Soul Aside", 209.26, 9, "Action", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lost Sphear", 115.67, 47, "JRPG", "Oct 12, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lovers in a Dangerous Spacetime", 215.51, 44, "2D platform, action", "Sep 28, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lumines Remastered", 93.74, 11, "Puzzle", "Jun 26, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Lumo", 137.20, 17, "Action-adventure", "Oct 20, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Machinarium", 154.82, 49, "Graphic adventure", "Sep 1, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mad Max", 77.22, 48, "Action-adventure", "Oct 1, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Madden NFL 25", 104.20, 7, "Sports", "Nov 29, 2013");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Madden NFL 15", 86.16, 44, "Sports", "Aug 29, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Madden NFL 16", 225.86, 60, "Sports", "Aug 25, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Madden NFL 17", 78.01, 48, "Sports", "Aug 23, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Madden NFL 18", 49.69, 40, "Sports", "Aug 25, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Madden NFL 19", 235.46, 7, "Sports", "Aug 10, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mafia III", 60.81, 3, "Action-adventure", "Oct 27, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mages of Mystralia", 113.15, 35, "Adventure", "Aug 22, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Magic Circle: Gold Edition", 99.35, 6, "Sandbox", "Jul 9, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Magicka 2", 224.29, 28, "Action-adventure", "May 26, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mahjong", 235.53, 60, "Puzzle", "Aug 30, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Maihana Sōmakyō", 204.94, 10, "Shoot 'em up", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Maldita Castilla EX", 235.36, 20, "Platform", "Dec 16, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Malicious Fallen", 59.70, 55, "Action", "Feb 21, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Manifold Garden", 90.35, 15, "Puzzle", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mantis Burn Racing", 224.86, 4, "Racing", "Oct 12, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mark McMorris Infinite Air", 57.76, 60, "Sports", "Oct 28, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Marooners", 149.27, 4, "Action, party", "Feb 6, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Marvel Puzzle Quest: Dark Reign", 46.13, 14, "Puzzle", "Oct 16, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Marvel: Ultimate Alliance", 40.95, 37, "Action RPG", "Jul 26, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Marvel: Ultimate Alliance 2", 231.08, 28, "Action RPG", "Jul 26, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Ultimate Marvel vs. Capcom 3", 101.08, 57, "Fighting", "Dec 3, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Marvel vs. Capcom: Infinite", 128.07, 23, "Fighting", "Sep 21, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mary Skelter 2", 107.65, 59, "Action RPG", "Jun 28, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Masquerada: Songs and Shadows", 113.78, 34, "Tactical RPG", "Aug 8, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mass Effect: Andromeda", 40.15, 20, "Action RPG", "Mar 23, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Matterfall", 249.41, 1, "Action", "Aug 17, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Max: The Curse of Brotherhood", 129.82, 49, "Platformer, puzzle", "Nov 10, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mayan Death Robots", 248.90, 57, "Strategy", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("McDroid", 141.50, 55, "Tower defense", "Mar 1, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MediEvil Remake", 112.50, 13, "Hack & slash", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mega Coin Squad", 168.19, 11, "Platform", "Jan 26, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mega Man 11", 20.15, 32, "Platformer", "Q4 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mega Man Legacy Collection", 95.55, 60, "Action, platform", "May 26, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mega Man Legacy Collection 2", 24.63, 32, "Action, platform", "Aug 8, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mega Man X Collection", 128.25, 14, "Platformer", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Megadimension Neptunia VII", 29.09, 47, "RPG", "Apr 23, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Megaton Rainfall", 115.08, 55, "Action-adventure", "Oct 17, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mekazoo", 34.54, 43, "Platform", "Dec 14, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mercenary Kings", 225.49, 50, "Action", "Jan 26, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Metal Gear Solid V: Ground Zeroes", 93.45, 44, "Action-adventure, stealth", "Mar 20, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Metal Gear Solid V: The Phantom Pain", 55.20, 1, "Action-adventure, stealth", "Sep 2, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Metal Gear Survive", 200.89, 44, "Action-adventure, stealth", "Feb 22, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Metal Max Xeno", 246.74, 30, "RPG", "Apr 19, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Metal Slug 3", 79.91, 21, "Run and gun", "May 14, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Metrico+", 230.55, 43, "Platform, puzzle", "Aug 24, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Metro Exodus", 172.03, 27, "First-person shooter", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Metro Redux", 211.41, 17, "First-person shooter", "Oct 30, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Metronomicon: Slay the Dance Floor", 157.72, 56, "Music", "Oct 13, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Micro Machines World Series", 187.72, 52, "Racing", "Apr 21, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Middle-earth: Shadow of Mordor", 128.33, 56, "Action-adventure", "Dec 25, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Middle-earth: Shadow of War", 172.16, 29, "Action-adventure", "Oct 10, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Miegakure", 25.11, 18, "Platformer, puzzle", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mighty Morphin Power Rangers: Mega Battle", 128.53, 19, "Action, fighting", "Jan 17, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mighty No. 9", 225.46, 40, "Action, platform", "Jun 21, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Minecraft", 117.80, 33, "Sandbox", "Sep 4, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Minecraft: Story Mode", 77.11, 30, "Graphic adventure", "Oct 13, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Minecraft: Story Mode – Season 2", 153.72, 18, "Graphic adventure", "Jul 11, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Minutes", 29.98, 18, "Action, puzzle", "Nov 5, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mirror's Edge Catalyst", 50.69, 1, "Action-adv, platform", "Jun 9, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MLB 14: The Show", 141.53, 7, "Sport", "May 6, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MLB 15: The Show", 190.92, 43, "Sport", "Apr 9, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MLB The Show 16", 234.25, 45, "Sport", "Mar 30, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MLB The Show 17", 44.07, 55, "Sport", "Mar 28, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MLB The Show 18", 245.56, 33, "Sport", "Mar 27, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mobile Suit Gundam: Battle Operation 2", 121.43, 54, "Mech-combat", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Momodora: Reverie Under the Moonlight", 200.08, 26, "Metroidvania", "Mar 16, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Momotaro Dentetsu (Working title)", 20.68, 39, "Board game", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Monkey King: Hero Is Back", 91.78, 54, "Action", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Monopoly Deal", 247.45, 59, "Board game, party", "Nov 18, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Monopoly Plus", 249.72, 24, "Board game, party", "Nov 26, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Monster Boy and the Cursed Kingdom", 224.67, 34, "Platform", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Feb 13, 2018", 34.59, 35, "Feb 13, 2018", "[20]");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Monster Hunter: World", 118.00, 18, "Action RPG", "Jan 26, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Moon Hunters", 175.15, 25, "RPG", "Jul 12, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Moonlighter", 96.70, 58, "Action RPG", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Moons of Madness", 117.05, 53, "Horror", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mordheim: City of the Damned", 67.04, 39, "Tactical RPG", "Oct 18, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mortal Kombat X", 75.71, 58, "Fighting", "Apr 14, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mother Russia Bleeds", 62.60, 11, "Beat 'em up", "Dec 3, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mothergunship", 198.80, 29, "First-Person Shooter", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MotoGP 14", 68.61, 31, "Racing", "Jun 20, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MotoGP 15", 48.51, 13, "Racing", "Oct 1, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MotoGP 17", 217.97, 25, "Racing", "Jun 15, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MotoGP 18", 121.81, 34, "Racing", "Jun 7, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Moto Racer 4", 45.58, 37, "Racing", "Nov 4, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Motor Strike: Immortal Legends", 158.01, 6, "Vehicular combat", "Dec 15, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mount & Blade: Warband", 55.39, 46, "Action RPG", "Sep 16, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mount & Blade II: Bannerlord", 88.73, 41, "Action RPG", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mousecraft", 64.01, 14, "Puzzle", "Feb 3, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Move or Die", 212.59, 21, "Party", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mugsters", 236.08, 60, "Action, puzzle", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mulaka", 226.18, 19, "Action, Adventure", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Mummy Demastered", 177.75, 39, "Metroidvania", "Oct 24, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Murdered: Soul Suspect", 239.92, 18, "Action-adventure", "Jul 17, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mushroom Wars 2", 103.85, 30, "Real-time strategy", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mutant Football League", 84.86, 52, "Action, sports", "Jan 19, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mutant Mudds Deluxe", 91.35, 32, "Platform", "Nov 15, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mutant Mudds Super Challenge", 132.33, 20, "Platform", "Aug 3, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MX vs. ATV Supercross Encore", 99.66, 23, "Racing", "Oct 27, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MXGP The Official Motocross Videogame", 16.15, 33, "Racing", "Nov 18, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MXGP 2", 120.76, 60, "Racing", "Jun 9, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MXGP3", 161.08, 2, "Racing", "Jul 20, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("MX Nitro", 236.82, 29, "Racing", "Feb 14, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("My Hero Academia: One's Justice", 99.06, 32, "Fighting", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mystereet F: The Detectives' Curtain Call", 7.30, 7, "Action-adventure", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Mystery Chronicle: One Way Heroics", 68.98, 21, "RPG", "Jul 30, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("N++", 133.54, 16, "Platform", "Jul 29, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Nano Assault Neo-X", 34.78, 53, "Shoot 'em up", "Nov 11, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Naruto Shippuden: Ultimate Ninja Storm 4", 129.12, 36, "Action, fighting", "Feb 4, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Naruto Shippuden: Ultimate Ninja Storm Trilogy/Legacy", 118.24, 48, "Fighting", "Jul 27, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NASCAR Heat Evolution", 213.33, 55, "Racing", "Sep 13, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Natural Doctrine", 159.99, 56, "Tactical RPG", "Apr 3, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA 2K14", 231.57, 30, "Sports", "Feb 22, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA 2K15", 54.83, 36, "Sports", "Nov 27, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA 2K16", 142.29, 39, "Sports", "Sep 29, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA 2K17", 116.54, 20, "Sports", "Sep 20, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA 2K18", 177.39, 31, "Sports", "Sep 19, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA 2K19", 15.00, 46, "Sports", "Sep 11, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA Live 14", 169.43, 58, "Sports", "Nov 22, 2013");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA Live 15", 90.69, 53, "Sports", "Oct 31, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA Live 16", 90.59, 54, "Sports", "Aug 29, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA Live 18", 128.53, 43, "Sportss", "Oct 3, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA Live 19", 228.32, 5, "Sports", "Sep 7, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("NBA Playgrounds", 147.37, 58, "Sports", "May 9, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Necropolis", 171.93, 47, "Action RPG", "Sep 6, 2016");
